,1,2,3,4,5,6,7,8,9,10
0,0.0,0.5739750445632799,0.6737967914438503,0.6452762923351159,0.6327985739750446,0.6292335115864528,0.6506238859180036,0.6096256684491979,0.6773618538324421,0.6737967914438503
1,0.5739750445632799,0.0,0.5543672014260249,0.5276292335115864,0.5151515151515151,0.5276292335115864,0.5151515151515151,0.5026737967914439,0.5739750445632799,0.5418894830659536
2,0.6737967914438503,0.5543672014260249,0.0,0.38324420677361853,0.3761140819964349,0.3333333333333333,0.35472370766488415,0.3868092691622103,0.36363636363636365,0.3511586452762923
3,0.6452762923351159,0.5276292335115864,0.38324420677361853,0.0,0.3226381461675579,0.35294117647058826,0.22281639928698752,0.35294117647058826,0.32798573975044565,0.2531194295900178
4,0.6327985739750446,0.5151515151515151,0.3761140819964349,0.3226381461675579,0.0,0.32620320855614976,0.30124777183600715,0.3600713012477718,0.34581105169340465,0.28698752228163993
5,0.6292335115864528,0.5276292335115864,0.3333333333333333,0.35294117647058826,0.32620320855614976,0.0,0.3244206773618538,0.2709447415329768,0.2816399286987522,0.33511586452762926
6,0.6506238859180036,0.5151515151515151,0.35472370766488415,0.22281639928698752,0.30124777183600715,0.3244206773618538,0.0,0.31194295900178254,0.2887700534759358,0.22994652406417113
7,0.6096256684491979,0.5026737967914439,0.3868092691622103,0.35294117647058826,0.3600713012477718,0.2709447415329768,0.31194295900178254,0.0,0.31194295900178254,0.3422459893048128
8,0.6773618538324421,0.5739750445632799,0.36363636363636365,0.32798573975044565,0.34581105169340465,0.2816399286987522,0.2887700534759358,0.31194295900178254,0.0,0.1586452762923351
9,0.6737967914438503,0.5418894830659536,0.3511586452762923,0.2531194295900178,0.28698752228163993,0.33511586452762926,0.22994652406417113,0.3422459893048128,0.1586452762923351,0.0
